Cle_Chrono;date;hippodrome;Course;heure;code_course;discipline;distance;allocation;nombre_partants;"Gains Totaux";"Gains Course";Numero;Cheval;ferrure;age;Sexe;Musique;Driver;Entraineur;avis_entraineur;"Taux Victoire";"Taux Place";"Taux Incident";"Classe Groupe";"Courses courues";nombre_victoire;nombre_place;incident;distanceRecord_sec;supplemente;ExFav;inTQQ;prec_popularite;Popularite;"Evo Popul";Cote;PC;Poids;Valeur;Place_Corde;Repos;Rank;"Turf Points";"TPch 90";"Moy. TPch 365";"Moy. TPch 90";"Rang J.";"TPJ 365";"TPJ 90";"Moy. TPJ 365";"Moy. TPJ 90";"Cote BZH";"Synergie JCh";ELO_Cheval;ELO_Jockey;ELO_Entraineur;ELO_Proprio;ELO_Eleveur;Sigma_Horse;Moy_Alloc;IA_Gagnant;IA_Couple;IA_Trio;IA_Multi;IA_Quinte;IMDC;Note_IA;Note_IA_Decimale;Rapport_SG;Rapport_SP;222;CagnesSPG;DSg;"GULFSTREAM PARK G";"Happy  valley";MaronasBorelisG;PAUJPtop2;Sgverification;"Simple relax";VSP/2;chaos;classement;conceptionG;deauville;ghlin;"kempton park";leBouscatP;lebouscapG;"simple chat";"simple placé max";vincenne;"Borda - Borda par Défaut";"Borda - Deauville galot pcf";"Borda - Pau attelé";"Borda - Pau monté";"Borda - Pau plat";"Borda - cagne sur mer attelé";"Borda - cagne sur mer monté";"Borda - le boucast";"Borda - monté 12-16 chevaux  vincenne";"Borda - trot 10-12 chevaux  vincenne";"Borda - trot 12-14 chevaux  vincenne";"Borda - trot 14-16 chevaux  vincenne";"Borda - trot 8-10 chevaux  vincenne"
202601151355R1C101;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C101;A;2100;59000,0;16;226232;6114,3783783784;1;CHITCHAT;DEFERRE_ANTERIEURS_POSTERIEURS;9;H;(25)1a0a3a1a0a2a7a1a4a;"B. Rochard";"D. Wäjersten";NEUTRE;0,4054054054054054;0,5945945945945946;0,05;"Course D";37;15;7;2;71,1;Non;Non;Oui;874;1140,0;266;2,7;16;;;1;22,0;1;1752;1158;175,2;289,5;2;215340;60535;173,10289389067523;159,72295514511873;3,2;78,1;1619;1525;1509;1436;1499;72,79996247042082;62000;0,2665607691886;0,42228851263932;0,6315608696709714;0,7274145093955262;0,7714820848442419;-5,0;✅18.6;18,6;2,7;1,4;;5,65;-5,50;10,60;-2,80;-8,05;2,70;0;;0;-4,84;FAVORIS;5,15;-0,50;0;0,10;11,10;11,10;30,71;44,57;-2,40;72;163;218;147;183;198;144;163;202;303;303;289;303
202601151355R1C102;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C102;A;2100;59000,0;16;226120;4187,4074074074;2;"HISTORIC DAY";;9;H;(25)4aDa9a3a5a6aDaDa1a;"N. Bazire";"J. Lebouteiller";NEGATIF;0,2407407407407407;0,5185185185185185;0,13;"Course D";54;13;15;7;71,8;Non;Non;Oui;619;616,0;-3;107;18;;;2;30,0;12;711;171;79,0;42,75;27;40168;18250;135,7027027027027;200,5494505494505;26;70,7;1625;1500;1461;1361;1501;74,8320824892961;44333;0,0492997116821027;0,1042000545155507;0,190219784880037;0,2441332200935058;0,293993111278872;2,0;⚖️11.0;11,0;;;;0;-6,90;0;-4,20;-7,35;;0;;0;3,30;OUTSIDERS;0;-3,90;0;0;0;0;29,87;46,73;-6,30;39;100;152;117;125;146;117;100;124;192;206;197;173
202601151355R1C103;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C103;A;2100;59000,0;16;225380;2299,7959183673;3;HYDROMEL;DEFERRE_ANTERIEURS_POSTERIEURS;9;H;5a(25)7aDa0a0a8a5a4a1a;"E. Raffin";"P. Le Moel";NEUTRE;0,0714285714285714;0,2346938775510204;0,26;"Course D";98;7;16;25;71,6;Non;Non;Oui;584;597,0;13;25;25;;;3;13,0;4;660;48;41,25;9,6;1;233673;72839;176,09118311981914;189,1922077922078;23;71,2;1517;1549;1530;1495;1493;82,90765455361853;38667;0,0378402285893617;0,0796799917398268;0,1438519672859508;0,2079018865655313;0,2879555065249354;-3,0;❌9.2;9,2;;;;0;-8,05;0;-5;-7,55;;0;;0;-1,85;OUTSIDERS;0;-7,80;0;0;0;0;23,65;38,42;-7,40;43;141;166;93;126;151;86;141;132;206;216;209;180
202601151355R1C104;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C104;A;2100;59000,0;16;238091;3132,7763157895;4;"HOLD UP RANAIS";DEFERRE_ANTERIEURS_PROTEGE_POSTERIEURS;9;H;0a(25)6a4a4a7a4a5a3aDa;"G. Martin";"M. Bézier";NEUTRE;0,1052631578947368;0,3421052631578947;0,08;"Course D";76;8;18;6;70,9;Non;Non;Oui;667;672,0;5;28;35;;;4;12,0;11;359;118;23,933333333333334;23,6;53;19390;4327;57,708333333333336;50,31395348837209;25;47;1596;1488;1475;1549;1488;78,9525221440891;60333;0,071782485811889;0,1197138932783009;0,2438295593661308;0,3147480184829871;0,3804671828733026;2,0;⚖️13.6;13,6;;;;0;-5,15;0;-2,80;-5,80;;0;;0;3,25;OUTSIDERS;0;-3,10;0;0;0;0;19,51;32,93;-4;44;97;151;97;132;118;111;97;147;193;202;191;180
202601151355R1C105;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C105;A;2100;59000,0;16;230340;2399,375;5;"GUCCI DE BARB";DEFERRE_ANTERIEURS_POSTERIEURS;10;H;0a(25)6a4aAa9a4aDa2a6a;"P. Daugeard";"P. Daugeard";NEUTRE;0,1041666666666666;0,3854166666666667;0,10;"Course D";96;10;27;10;71,9;Non;Non;Oui;519;513,0;-6;54;153;;;5;12,0;10;442;161;36,833333333333336;26,83333333333333;74;13597;4945;62,65898617511521;69,64788732394366;23;51,6;1571;1520;1524;1502;1422;79,42157243734249;42333;0,045001957258252;0,0888655058212065;0,1700215768968875;0,2362653304706491;0,2887795168341517;2,0;⚖️11.5;11,5;;;;0;-7,90;0;-4,20;-7,85;;0;;0;3,15;OUTSIDERS;0;-6,50;0;0;0;0;21,57;35,88;-7,10;49;79;143;85;118;143;112;79;116;176;185;177;152
202601151355R1C106;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C106;A;2100;59000,0;16;237339;4238,1964285714;6;"TURE L.A.";DEFERRE_ANTERIEURS_POSTERIEURS;9;H;(25)3a1a2a2a8a1a;"M. Mottier";"Mme M. Törnqvist";POSITIF;0,3392857142857143;0,5714285714285714;0,07;"Course D";56;19;13;4;70,8;Non;Non;Non;0;67,0;-;2,9;85;;;6;47,0;2;0;0;0,0;0,0;6;157148;33548;164,72536687631026;153,18721461187215;6,9;0;1614;1516;1441;1361;1361;75,0080249882145;27899;0,1911993077641419;0,4186283971630588;0,5132561396204874;0,5641276798478464;0,6274637972132349;-37,0;✅16.5;16,5;;1,5;;0;-5,70;10;-2,80;-7,80;;0;;0;-36,66;FAVORIS;0;-1,40;0;0,00;10,40;10,40;-35,64;-27,13;-3;56;139;188;110;144;156;106;139;171;232;245;233;226
202601151355R1C107;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C107;A;2100;59000,0;16;225990;3476,7692307692;7;"GUMP DU PONCELET";DEFERRE_ANTERIEURS_POSTERIEURS;10;H;(25)1a8aDa0a0a(24)0a(22)3a;"JB. Lelièvre";"D. Kumpen";NEUTRE;0,123076923076923;0,4615384615384615;0,26;"Course D";65;8;22;17;71,6;Non;Non;Oui;832;828,0;-4;27;143;;;7;38,0;D;0;0;0,0;0,0;329;2551;589;19,32575757575757;14,023809523809524;15;93,8;1612;1504;1409;1409;1413;77,64679242715631;39000;0,050232312989506;0,1152732757264613;0,1916238921236139;0,2601690942070399;0,362273573300641;7,0;⚖️14.2;14,2;;;;0;-6,85;0;-4,20;-7,90;;0;;0;7,75;OUTSIDERS;0;-3,90;0;0;0;0;42,33;62,12;-5,10;45;88;144;104;128;114;98;88;143;159;168;163;140
202601151355R1C108;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C108;A;2100;59000,0;16;228160;1966,8965517241;8;"FORREST GUMP SET";DEFERRE_ANTERIEURS_POSTERIEURS;11;H;6a(25)6a2a3aDa1a1a2a9a;"C. Terry";"F. Terry";NEUTRE;0,0689655172413793;0,2413793103448276;0,41;"Course D";116;8;20;47;73,5;Non;Oui;Oui;803;812,0;9;27;15;;;8;7,0;3;1186;136;148,25;34,0;56;18249;4666;47,03350515463917;40,57391304347826;16;53,1;1553;1514;1471;1544;1361;81,1313338115069;32667;0,0461832071598044;0,1034042558016793;0,1900571414896112;0,2440819434894329;0,2921992321370735;2,0;⚖️12.8;12,8;;3,7;;0;-7,20;0;-4;-7,35;;0;;0;2,80;OUTSIDERS;0;-6,10;0;0;0;0;21,45;34,47;-6,00;39;114;153;98;125;105;95;114;119;156;175;169;145
202601151355R1C109;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C109;A;2100;59000,0;16;240505;1768,4191176471;9;"GLAMOUR YOMA";DEFERRE_ANTERIEURS_POSTERIEURS;10;H;(25)0a0a8a0a6a7a6a0a8a;"A. Collette";"PJ. Cordeau";POSITIF;0,088235294117647;0,2867647058823529;0,09;"Course D";136;12;27;12;71,6;Non;Non;Oui;517;534,0;17;36;144;;;9;22,0;15;1538;18;80,94736842105263;3,6;24;44483;15188;59,4692513368984;72,66985645933015;51;39;1540;1489;1502;1494;1494;80,32003313106178;55333;0,0152769677446486;0,0267506855939675;0,0424544269996536;0,0625054839414312;0,1431655046537074;-5,0;❌8.6;8,6;;;;0;-10,70;0;-7,80;-8,80;;0;;0;-2,45;OUTSIDERS;0;-11;0;0;0;0;9,03;20,10;-11,80;22;87;121;66;83;124;86;87;99;119;149;148;100
202601151355R1C110;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C110;A;2100;59000,0;16;216350;2121,0784313725;10;"GRAZIELA D'EL";PROTEGE_ANTERIEURS_DEFERRRE_POSTERIEURS;10;F;(25)Da1a0a5aDaDaDaDa8a;"D. Thomain";"F. Héon";NEUTRE;0,0686274509803921;0,2450980392156862;0,26;"Course D";102;7;18;27;71,4;Non;Non;Oui;843;855,0;12;35;39;;;10;27,0;5;490;486;61,25;81,0;8;125334;29356;118,46313799621927;114,22568093385216;25;71,2;1531;1524;1529;1508;1511;80,49833708608837;47667;0,0365346728302487;0,0778673207006635;0,1393845060784962;0,1789650723166381;0,2267980611917418;0,0;✅15.3;15,3;;;;0;-8,75;0;-5,40;-8,05;;0;;0;1,25;OUTSIDERS;0;-8,20;0;0;0;0;26,71;40,58;-8,50;50;123;146;95;116;131;101;123;143;215;215;212;200
202601151355R1C111;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C111;A;2100;59000,0;16;193375;1231,6878980892;11;"FALCO DU HAMEL";DEFERRE_ANTERIEURS_POSTERIEURS;11;H;(25)5a0a7a0a8a7a0a9a0a;"G. Gelormini";"E. Varin";NEUTRE;0,0382165605095541;0,1847133757961783;0,13;"Course D";157;6;23;20;71,4;Non;Non;Oui;497;503,0;6;118;150;;;11;30,0;14;265;44;14,72222222222222;6,285714285714286;11;109440;22325;129,66824644549763;113,9030612244898;72;0;1542;1520;1482;1517;1490;83,66115803411608;42667;0,0079836309810237;0,0164208074807993;0,0355290382413864;0,0534261435395439;0,1271304133182152;2,0;❌7.5;7,5;;;;0;-10,75;0;-7,20;-7,75;;0;;0;5,60;OUTSIDERS;0;-12,80;0;0;0;0;-0,08;5,57;-12,90;26;77;94;61;71;100;67;77;86;120;125;136;110
202601151355R1C112;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C112;A;2100;59000,0;16;222986;2973,1466666667;12;"NICE PRESENT";DEFERRE_ANTERIEURS_POSTERIEURS;9;H;(25)7a5a2a5a9a9a;"PP. Ploquin";"P. Tamsin";NEUTRE;0,2533333333333333;0,4666666666666667;0,13;"Course D";75;19;16;10;70,9;Non;Non;Oui;1063;1076,0;13;19;60;;;12;40,0;13;212;84;23,55555555555556;42,0;7;133136;50139;141,33333333333334;168,8181818181818;40;42;1584;1504;1489;1494;1473;78,86393152584806;22333;0,0168014578058669;0,0357283600411463;0,0921196273064768;0,1365499570206039;0,199692260713243;0,0;⚖️13.2;13,2;;;;0;-9,95;0;-8,40;-8,75;;0;;0;2;OUTSIDERS;0;-9,20;0;0;0;0;14,63;29,10;-10,50;41;118;139;97;124;145;105;118;150;216;216;211;177
202601151355R1C113;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C113;A;2100;59000,0;16;201284;3797,8113207547;13;"CHESTNUT (SWE)";DEFERRE_ANTERIEURS_POSTERIEURS;9;M;(25)4aDa1aDa2a8a;"A. Abrivard";"D. Redén";NEUTRE;0,320754716981132;0,6226415094339622;0,08;"Course D";53;17;16;4;71,2;Non;Non;Oui;331;421,0;90;8;23;;;13;22,0;9;444;84;111,0;42,0;4;172794;28845;203,5265017667845;136,70616113744074;12;75;1647;1534;1534;1417;1499;75,06597087761304;46739;0,0977882186037469;0,2879474429245574;0,370738491712842;0,4954168632623769;0,5750556848348061;-5,0;⚖️12.0;12,0;;;222;0;-6;0;-3;-7,70;;1;;0;-4,40;POSSIBLE;0;-2,20;0;-0,40;0;0;25,11;42,94;-3,70;68;145;199;125;167;176;120;145;152;255;262;250;255
202601151355R1C114;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C114;A;2100;59000,0;16;218340;1666,7175572519;14;"FERGIE HIGHLAND";DEFERRE_ANTERIEURS_POSTERIEURS;11;F;0a(25)0a6aDa6a5a2a3a7a;"T. Ouvrie";"B. Chanonat";NEUTRE;0,099236641221374;0,2213740458015267;0,10;"Course D";131;13;16;13;71,0;Non;Non;Oui;639;639,0;0;130;132;;;14;10,0;7;368;0;36,8;0,0;161;6661;2245;32,8128078817734;34,01515151515152;65;0;1554;1487;1481;1534;1487;81,21116623768656;47000;0,0152992166254024;0,0267622066203861;0,0508159279312117;0,0741310387061591;0,1569772221262357;2,0;⚖️10.8;10,8;;;;0;-9,25;0;-5,60;-7,10;;0;;0;5,25;OUTSIDERS;0;-10,30;0;0;0;0;0,11;7,12;-10,70;23;48;84;58;82;73;52;48;71;77;92;107;66
202601151355R1C115;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C115;A;2100;59000,0;16;195835;2576,7763157895;15;"CERTAINLY (SWE)";DEFERRE_ANTERIEURS;9;H;(25)3a1a3m3m8a0a;"F. Ouvrie";"J. Ehlers";NEUTRE;0,1710526315789473;0,4078947368421052;0,11;"Course D";76;13;18;8;71,9;Non;Non;Non;213;238,0;25;32;10;;;15;19,0;6;108;108;108,0;108,0;21;48869;12787;58,878313253012045;63,301980198019805;63;35,8;1552;1508;1361;1442;1499;77,80205847780263;27574;0,0100799393682318;0,0242092337906261;0,0388370532664496;0,0605998717965475;0,1296354949175603;0,0;⚖️12.5;12,5;;;;0;-11,50;0;-9,60;-9,45;;0;;0;3,15;OUTSIDERS;0;-11,30;0;0;0;0;13,36;26,12;-13;23;78;100;70;90;88;84;78;77;138;149;154;122
202601151355R1C116;2026-01-15;Paris-Vincennes;R1C1;13:55;R1C116;A;2100;59000,0;16;204635;2352,1264367816;16;"GOELAND DE JANZE";DEFERRE_ANTERIEURS_POSTERIEURS;10;H;Da(25)DaDa3aDa3a5a3a7a;"F. Nivard";"CA. Mary";NEUTRE;0,0804597701149425;0,367816091954023;0,18;"Course D";87;7;25;16;74,0;Non;Non;Oui;438;456,0;18;57;56;;;16;12,0;8;727;108;72,7;27,0;9;125252;22964;120,43461538461538;93,73061224489796;26;70,6;1569;1509;1493;1414;1452;77,52705612126167;39000;0,0282563140539825;0,051777238573229;0,1074786819854591;0,1493682044874445;0,2033048495422479;2,0;⚖️13.0;13,0;;;;0;-9,85;0;-6,80;-9,15;;0;;0;3,30;OUTSIDERS;0;-8,20;0;0;0;0;29,08;44,62;-10;42;99;123;77;94;120;85;99;92;156;166;161;129
202601151430R1C201;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C201;M;2200;33000,0;7;0;0;1;"NO LIMIT DRY";;3;H;;"PP. Ploquin";"P. Ploquin";NEUTRE;;;0;"Course D";0;0;0;0;;Non;Non;Non;0;4,0;-;9,6;;60;;;0,0;6;-;-;-;-;3;93601;25663;259,2825484764543;223,15652173913043;5,9;0;1361;1527;1499;1362;1471;0,0;0;0,0640124300998814;0,2360267570854394;0,4783875291662671;0,5274226456648944;0,7084595407992292;0,0;⚖️8.5;8,5;;;;0;-4,30;0;-1,60;-4,45;;0;;0;2,30;POSSIBLE;0;-2,90;0;0;0;0;-2;0,50;-3,90;20;41;49;23;36;46;25;41;41;72;72;68;72
202601151430R1C202;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C202;M;2200;33000,0;7;0;0;2;"NEW LOOK BERRY";;3;M;(25)DmDa;"M. Champenois";"A. Ripoll Rigo";NEUTRE;0,0;0,0;1,00;"Course D";2;0;0;2;;Non;Non;Non;3;9,0;6;55;56;60;;;37,0;5;0;0;0,0;0,0;16;19225;8628;112,42690058479532;143,8;47;42,9;1329;1530;1488;1485;1475;14,424829509125642;22750;0,0339289470680012;0,0605530960877683;0,1045146191236386;0,2258953127080065;0,4491155651754492;0,0;❌5.0;5,0;;;;0;-5,20;0;-3,20;-4,15;;0;;0;4,35;OUTSIDERS;0;-5,30;0;0;0;0;10,66;20,95;-6,00;12;38;44;32;38;51;30;38;42;62;62;61;62
202601151430R1C203;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C203;M;2200;33000,0;7;580;193,33333333333;3;"NORGUSSON ATALANTE";;3;M;(25)7m6aDa;"F. Desmigneux";"S. Roger";NEUTRE;0,0;0,0;0,33;"Course D";3;0;0;1;78,8;Non;Non;Non;1;9,0;8;40;48;60;;;37,0;2;4;4;4,0;4,0;22;11893;2215;59,76381909547739;46,145833333333336;14;50;1417;1484;1492;1479;1441;15,767637161872422;19167;0,047677174563042;0,1202233923372989;0,2650082600959951;0,4439055750052283;0,6657307591168342;0,0;❌6.2;6,2;;5,5;;0;-4,70;0;-2,60;-3,95;;0;;0;2,70;OUTSIDERS;0;-4,70;0;0;0;0;13,50;24,50;-5,10;15;39;54;38;47;56;45;39;50;72;72;70;72
202601151430R1C204;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C204;M;2200;33000,0;7;1950;325;4;"NECTAR DE LA FYE";;3;M;(25)3m6mDa8aDaDa;"A. Voisin";"F. Coppyn";NEUTRE;0,0;0,1666666666666666;0,50;"Course D";6;0;1;3;78,7;Non;Non;Non;3;5,0;2;33;67;60;;;39,0;4;-;-;-;-;53;2635;369;26,35;20,5;11;64,3;1415;1495;1381;1361;1361;14,01047673623009;14500;0,0626662582209179;0,1267668628734553;0,3726655976241656;0,4673033830476843;0,7077424364610936;0,0;⚖️7.9;7,9;;;;0;-4,50;0;-2,60;-4,20;;0;;0;2,55;OUTSIDERS;0;-3,80;0;0;0;0;20,05;34,15;-4,50;14;40;57;37;47;58;49;40;57;74;74;71;74
202601151430R1C205;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C205;M;2200;33000,0;7;4620;1155;5;"NAUTILIO BELLO";PROTEGE_POSTERIEURS;3;M;(25)Dm3mDmDa;"E. Raffin";"JM. Baudouin";POSITIF;0,0;0,25;0,75;"Course D";4;0;1;3;77,6;Non;Non;Non;55;74,0;19;3,5;5,2;60;;;20,0;3;108;108;54,0;54,0;2;110605;33974;442,42;419,4320987654321;3,9;54,9;1473;1550;1511;1447;1491;25,083891825630623;26500;0,2148478226297313;0,4384251513085873;0,6445945485203957;0,7374230474848236;0,8426748981513541;0,0;✅15.7;15,7;;;222;-0;-2,60;0;0,80;-3,55;;0;;0;2,20;FAVORIS;0;-1,30;0;0;0;0;21,21;32;-1;35;80;104;66;88;88;60;80;94;134;134;127;134
202601151430R1C206;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C206;M;2200;33000,0;7;8250;8250;6;"NEWTON DES ANDIERS";;3;M;(25)2m;"PY. Verva";"J. Koubiche";POSITIF;0,0;1,0;0;"Course D";1;0;1;0;77,0;Non;Non;Non;5;278,0;273;1,8;16;60;;;37,0;1;225;225;225,0;225,0;19;15033;4041;77,0923076923077;74,83333333333333;4,9;85,7;1438;1494;1439;1438;1438;9,51570675047267;33000;0,1489420607231368;0,3452861759030504;0,5031590198122802;0,690525563383917;0,8376926740060684;0,0;✅15.3;15,3;1,8;1,5;;0;-3,40;0;-1,80;-4,20;;0;85,70;0;2,25;FAVORIS;0;-1,60;0;0;0;0;35,78;57,65;-2,20;22;63;86;61;71;76;68;63;86;119;119;113;119
202601151430R1C207;2026-01-15;Paris-Vincennes;R1C2;14:30;R1C207;M;2200;33000,0;7;9590;1918;7;"NECTAR DE BOMO";;3;M;(25)2m0m4m8a6a;"JY. Ricart";"R. Joly";POSITIF;0,0;0,2;0;"Course D";5;0;1;0;77,5;Non;Non;Non;15;59,0;44;6,1;19;60;;;20,0;7;225;225;112,5;112,5;12;25029;6087;123,9059405940594;90,85074626865672;5,3;59,8;1403;1532;1459;1459;1464;26,385707200178736;26500;0,1481710530384407;0,2607942709714937;0,485233516661208;0,5292074682861578;0,7135115724550065;0,0;⚖️11.2;11,2;;;;0;-3,30;0;0;-3,50;;0;;0;2,27;POSSIBLE;0;-2,80;0;0;0;0;22,92;33,40;-2,50;22;67;88;57;71;82;66;67;86;119;119;114;119
202601151508R1C301;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C301;A;2175;33000,0;8;1140;380;1;"NEED YOU MESLOIS";;3;M;6a(25)7aDa;"P. Belloche";"P. Belloche";NEUTRE;0,0;0,0;0,33;"Course D";3;0;0;1;76,2;Non;Non;Non;18;22,0;4;53;28;;;;6,0;D;24;24;8,0;8,0;77;13061;3226;80,62345679012346;59,74074074074074;19;26,9;1403;1510;1477;1491;1496;33,591717034727054;29500;0,0354865268174219;0,1130930474465645;0,1782211385633243;0,3976152791732158;0,64485477525025;-5,0;❌9.0;9,0;;;;0;-5,35;0;-3,20;-4,40;;0;;0;-2,05;OUTSIDERS;0;-5,50;0;0;0;0;0,76;8,95;-5,90;16;33;45;31;43;50;33;33;45;67;67;65;67
202601151508R1C302;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C302;A;2175;33000,0;8;1285;428,33333333333;2;"NIOKY DE BAILLY";;3;M;(25)6a0a5a;"A. Abrivard";"B. Bourgoin";NEUTRE;0,0;0,0;0;"Course D";3;0;0;0;80,3;Non;Non;Non;13;18,0;5;35;23;;;;15,0;D;14;14;7,0;7,0;4;172794;28845;203,5265017667845;136,70616113744074;45;0;1374;1531;1495;1478;1467;31,231670757530267;27833;0,0180536607625846;0,0788063033361109;0,1687314884657998;0,2395338224835063;0,4765285946683102;0,0;❌8.5;8,5;;;;0;-5,95;0;-4,40;-4,75;;0;;0;4,25;OUTSIDERS;0;-6;0;0;0;0;-5;0,50;-6,90;17;44;53;32;43;63;35;44;47;79;79;78;79
202601151508R1C303;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C303;A;2175;33000,0;8;3220;805;3;"NANTUS D'AVIGNERE";;3;M;5a(25)9a4aDa;"L. Gaborit";"L. Gaborit";NEUTRE;0,0;0,0;0,25;"Course D";4;0;0;1;83,7;Non;Non;Non;7;13,0;6;71;66;;;;6,0;6;90;90;30,0;30,0;592;868;312;15,78181818181818;20,8;18;41,4;1449;1444;1457;1361;1444;35,64342958950235;29167;0,0445565306355277;0,1435512485516218;0,2271868927790316;0,4313720188765754;0,6948049111556612;-5,0;❌10.0;10,0;;;;0;-4,75;0;-2;-4,05;;0;;0;-2,10;OUTSIDERS;0;-5,00;0;0;0;0;6,56;16,20;-4,90;15;37;53;35;45;62;58;37;51;78;78;75;78
202601151508R1C304;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C304;A;2175;33000,0;8;3570;1190;4;"NO TIME DU DONJON";;3;M;3a(25)Da3a;"E. Raffin";"C. Dreux";NEUTRE;0,0;0,6666666666666666;0,33;"Course D";3;0;2;1;;Non;Non;Non;30;36,0;6;2,6;5,8;;;;4,0;1;96;96;32,0;32,0;1;233673;72839;176,09118311981914;189,1922077922078;8,7;0;1410;1539;1462;1388;1388;29,52590519717178;21167;0,1697856813512486;0,4072260838947232;0,5007520043503703;0,6410558971497239;0,7833002652994205;10,0;⚖️15.5;15,5;2,6;1,2;;0;-3,25;0;-1;-3,95;;0;;0;12,44;FAVORIS;0;-1,40;0;0;0;0;8,33;20,50;-2,30;29;76;90;55;76;75;49;76;81;122;122;115;122
202601151508R1C305;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C305;A;2175;33000,0;8;5365;1788,3333333333;5;"NIMEO FLOWER";;3;M;Da(25)3a2a;"PP. Ploquin";"S. Roger";NEUTRE;0,0;0,6666666666666666;0,33;"Course D";3;0;2;1;77,1;Non;Oui;Non;38;53,0;15;10;3,8;;;;10,0;5;36;36;18,0;18,0;7;133136;50139;141,33333333333334;168,8181818181818;14;0;1426;1504;1483;1476;1361;28,91313013755001;16500;0,1153480193596822;0,2749254278003555;0,4384764647957999;0,5649479581311143;0,7452760932368933;0,0;⚖️15.2;15,2;;;;0;-4,40;0;-1,80;-4,60;;0;;0;2,70;POSSIBLE;0;-2,80;0;0;0;0;-1,67;10,50;-4;25;61;82;55;71;75;51;61;76;113;113;108;113
202601151508R1C306;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C306;A;2175;33000,0;8;6595;1648,75;6;"NEW MONEY";;3;M;(25)4aDa2a4a;"B. Rochard";"L. Baudron";NEUTRE;0,0;0,25;0,25;"Course D";4;0;1;1;77,4;Non;Non;Non;50;78,0;28;2,6;15;;;;15,0;3;105;105;35,0;35,0;2;215340;60535;173,10289389067523;159,72295514511873;2,7;69,2;1474;1530;1458;1383;1413;33,86479285659054;27500;0,2226606460659396;0,5283672494818725;0,7094403097333941;0,7869143565193526;0,8712529916016569;0,0;✅17.5;17,5;;1,2;;-0;-2,85;0;0,60;-3,95;;0;69,20;0;2,14;FAVORIS;0;-1,40;0;0;0;0;28,43;39,15;-1;33;89;112;73;90;101;82;89;108;153;153;145;153
202601151508R1C307;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C307;A;2175;33000,0;8;7275;1455;7;"NAXOS DIBAH";;3;M;4a(25)DaDa2a3a;"G. Gelormini";"S. Guarato";NEUTRE;0,0;0,4;0,40;"Course D";5;0;2;2;;Non;Non;Non;66;72,0;6;9,3;4,1;;;;13,0;2;213;213;53,25;53,25;11;109440;22325;129,66824644549763;113,9030612244898;8,1;0;1428;1489;1519;1361;1361;31,885334007443355;20167;0,1642631951097238;0,2861546960650181;0,4650750996210828;0,5961378582707932;0,7730141457287709;0,0;⚖️13.8;13,8;;1,6;;0;-3,85;0;-0,60;-4,35;;0;;0;2,41;POSSIBLE;0;-2,60;0;0;0;0;-3;6,80;-2,80;27;72;98;61;80;81;66;72;84;120;120;114;120
202601151508R1C308;2026-01-15;Paris-Vincennes;R1C3;15:08;R1C308;A;2175;33000,0;8;10030;1671,6666666667;8;"NAOS DES MARETTES";;3;M;(25)8aDa6a6aDa2a;"A. Collette";"J. Auvard";NEUTRE;0,0;0,1666666666666666;0,33;"Course D";6;0;1;2;75,9;Non;Non;Non;102;104,0;2;6,7;43;;;;35,0;4;273;48;45,5;12,0;24;44483;15188;59,4692513368984;72,66985645933015;5,5;39,7;1466;1477;1373;1373;1365;29,762094506172897;36333;0,0733960112129548;0,2735351018467151;0,4087884662277806;0,5614542761237452;0,7220446798393008;-5,0;⚖️13.2;13,2;;;;0;-5,60;0;-2,40;-5,95;;0;;0;-2,73;POSSIBLE;0;-4,10;0;0;0;0;8,21;17,15;-4,60;18;63;86;57;65;84;69;63;92;109;109;105;109
